Module HTML,模块HTML,
Module Name,模块名称,
Module Onboarding,模块初始化,
Module Profile,模块配置文件,
Module Profile Name,模块配置名称,
Module onboarding progress reset,模块初始化进度已重置,
Module to Export,导出模块,
Module {} not found,未找到模块{},
Modules,模块集,
Modules HTML,模块HTML,
Monday,周一,
Monospace,等宽字体,
Month,月,
Monthly,每月,
Monthly Long,完整月份,
Monthly Rank,月度排名,
More,更多,
More Information,更多信息,
More articles on {0},更多关于{0}的文章,
More content for the bottom of the page.,页面底部的其他内容,
Most Used,最常用,
Most probably your password is too long.,很可能您的密码过长,
Move,移动,
Move To,移至,
Move To Trash,移至回收站,
Move current and all subsequent sections to a new tab,将当前及后续部分移至新标签页,
Move cursor to above row,移动光标至上方行,
Move cursor to below row,移动光标至下方行,
Move cursor to next column,移动光标至下一列,
Move cursor to previous column,移动光标至前一列,
Move sections to new tab,将部分移至新标签页,
Move the current field and the following fields to a new column,将当前字段及后续字段移至新列,
Move to Row Number,移动到行号,
Move to next step when clicked inside highlighted area.,点击高亮区域后移至下一步,
Mozilla doesn't support :has() so you can pass parent selector here as workaround,Mozilla不支持:has()，此处可传递父选择器作为替代方案,
Mr,先生,r
Mrs,女士,
Ms,女士,s
Multiple root nodes not allowed.,不允许存在多个根节点,
Multiplier Field,乘数字段,
Must be a publicly accessible Google Sheets URL,必须为可公开访问的Google表格URL,
"Must be enclosed in '()' and include '{0}', which is a placeholder for the user/login name. i.e. (&(objectclass=user)(uid={0}))",必须用'()'括起并包含'{0}'（用户/登录名的占位符），例如：(&(objectclass=user)(uid={0})),
"Must be of type ""Attach Image""",必须为“附加图片”类型,
Must have report permission to access this report.,需具备报表权限方可访问此报表,
Must specify a Query to run,必须指定要运行的查询,
Mute Sounds,静音,
Mx,Mx,x
My Account,我的账户,
My Device,我的设备,
My Profile,我的档案,
My Settings,我的设置,
MyISAM,MyISAM,
"NOTE: If you add states or transitions in the table, it will be reflected in the Workflow Builder but you will have to position them manually. Also Workflow Builder is currently in <b>BETA</b>.",注意：若在表中添加状态或转换，工作流构建器将同步显示，但需手动定位。当前工作流构建器为<b>测试版</b>,
NOTE: This box is due for depreciation. Please re-setup LDAP to work with the newer settings,注意：此配置即将弃用，请使用新版设置重新配置LDAP,
Name,名称,
Name (Doc Name),名称（文档名称）,
"Name already taken, please set a new name",名称已被占用，请设置新名称,
Name cannot contain special characters like {0},名称不能包含特殊字符如{0},
Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer,需关联的文档类型（DocType）名称，例如：客户,
Name of the new Print Format,新打印格式名称,
Name of {0} cannot be {1},{0}的名称不能为{1},
Names and surnames by themselves are easy to guess.,单独使用姓名易被猜测,
Naming,命名规则,
"Naming Options:
<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>autoincrement</b> - Uses Databases' Auto Increment feature</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present)</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>","命名选项：
<ol><li><b>字段：[字段名称]</b> - 按字段</li><li><b>自动增量</b> - 使用数据库的自动增量功能</li><li><b>naming_series：</b> - 按命名系列（名为 naming_series 的字段必须存在）</li><li><b>提示</b> - 提示用户输入名称</li><li><b>[series]</b> - 按前缀排列系列（以点分隔）；例如 PRE。#####</li>
<li><b>format:示例-{MM}文字{fieldname1}-{fieldname2}-{#####}</b> - 将所有括号内的单词（字段名称、日期单词（DD、MM、YY）、系列）替换为其值。括号外可使用任何字符。</li></ol>",
"Naming Options:
<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present)</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>","命名选项：
<ol><li><b>字段：[字段名称]</b> - 按字段</li><li><b>自动增量</b> - 使用数据库的自动增量功能</li><li><b>naming_series：</b> - 按命名系列（名为 naming_series 的字段必须存在）</li><li><b>提示</b> - 提示用户输入名称</li><li><b>[series]</b> - 按前缀排列系列（以点分隔）；例如 PRE。#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - 将所有括号内的单词（字段名称、日期单词（DD、MM、YY）、系列）替换为其值。括号外可使用任何字符。</li></ol>",
Naming Rule,命名规则,
Naming Series,命名序列,
Naming Series mandatory,命名序列必填,
Navbar,导航栏,
Navbar Item,导航项,
Navbar Settings,导航栏设置,
Navbar Template,导航栏模板,
Navbar Template Values,导航栏模板值,
Navigate Home,返回首页,
Navigate list down,向下导航列表,Description of a list view shortcut
Navigate list up,导航列表,Description of a list view shortcut
Navigate to main content,跳转至主要内容,
Navigation Settings,导航设置,
Need Workspace Manager role to edit private workspace of other users,需工作区管理员角色方可编辑其他用户的私有工作区,
Need Workspace Manager role to hide/unhide public workspaces,需工作区管理员角色方可隐藏/显示公共工作区,
Negative Value,负值,
Nested set error. Please contact the Administrator.,嵌套集合错误，请联系管理员,
Network Printer Settings,网络打印机设置,
New,新建,
New Activity,新建活动,
New Address,新建地址,
New Chart,新图表,
New Comment on {0}: {1},{0}的新评论：{1},
New Contact,新建联系人,
New Custom Print Format,新建自定义打印格式,
New Document Form,新建文档表单,
New Document Shared {0},新文档已共享{0},
New Email,新建邮件,
New Email Account,新建邮箱账户,
New Event,新建事件,
New Folder,新建文件夹,
New Kanban Board,新建看板,
New Mention on {0},{0}的新提及,
New Message from Website Contact Page,来自网站联系页面的新消息,
New Name,新名称,
New Newsletter,新建新闻简报,
New Notification,新建通知,
New Number Card,新号码卡,
New Password,新密码,
New Print Format Name,新打印格式名称,
New Report name,新报表名称,
New Shortcut,新捷径,
New Users (Last 30 days),新用户（最近30天）,
New Value,新值,
New Workflow Name,新工作流名称,
New Workspace,新建工作区,
New password cannot be same as old password,新密码不能与旧密码相同,
New updates are available,有新更新可用,
New users will have to be manually registered by system managers.,新用户需由系统管理员手动注册,
New value to be set,待设置的新值,
New {0},新建{0},
New {0} Created,已创建新{0},
New {0} {1} added to Dashboard {2},仪表板{2}已添加新{0} {1},
New {0} {1} created,已创建新{0} {1},
New {0}: {1},新建{0}：{1},
New {} releases for the following apps are available,以下应用有新版本{}可用,
Newly created user {0} has no roles enabled.,新创建用户{0}未启用任何角色,
Newsletter,新闻简报,
Newsletter Attachment,新闻简报附件,
Newsletter Email Group,新闻简报邮件组,
Newsletter Manager,新闻简报管理员,
Newsletter has already been sent,新闻简报已发送,
Newsletter must be published to send webview link in email,需发布新闻简报方可在邮件中发送网页视图链接,
Newsletter should have atleast one recipient,新闻简报应至少有一个收件人,
Newsletters,新闻简报,
Next,下一步,
Next Action Email Template,下一步操作邮件模板,
Next Actions HTML,下一步操作HTML,
Next Document,下一文档,
Next Execution,下次执行,
Next Form Tour,下一表单导览,
Next Schedule Date,下次计划日期,
Next Scheduled Date,下次计划日期,
Next State,下一状态,
Next Step Condition,下一步条件,
Next Sync Token,下次同步令牌,
Next actions,后续操作,
Next on Click,点击后下一步,
No,否,
No Active Sessions,无活跃会话,
No Copy,无副本,
No Data,无数据,
No Data to Show,无数据可显示,
No Data...,无数据...,
No Email Account,无邮箱账户,
No Email Accounts Assigned,未分配邮箱账户,
No Emails,无邮件,
No Entry for the User {0} found within LDAP!,LDAP中未找到用户{0}的条目！,
No Filters Set,未设置筛选条件,
No Google Calendar Event to sync.,无Google日历事件需同步,
No Images,无图像,
No Items Found,未找到项目,
No LDAP User found for email: {0},未找到邮箱为{0}的LDAP用户,
No Label,无标签,
No Letterhead,无信头,
No Name Specified for {0},{0}未指定名称,
No New notifications,无新通知,
No Permissions Specified,未指定权限,
No Permissions set for this criteria.,未设置此条件的权限,
No Permitted Charts,无允许的图表,
No Permitted Charts on this Dashboard,此仪表板无允许的图表,
No Preview,无预览,
No Preview Available,无可用预览,
No Printer is Available.,无可用打印机,
No RQ Workers connected. Try restarting the bench.,无RQ工作进程连接，请尝试重启工作台,
No Results,无结果,
No Results found,未找到结果,
No Roles Specified,未指定角色,
No Select Field Found,未找到选择字段,
No Suggestions,无建议,
No Tags,无标签,
No Upcoming Events,无即将发生事件,
No activities to show,无活动可显示,
No address added yet.,尚未添加地址,
No alerts for today,今日无提醒,
No automatic optimization suggestions available.,无自动优化建议可用,
No broken links found in the email content,邮件内容中未发现失效链接,
No changes in document,文档无变更,
No changes made because old and new name are the same.,新旧名称相同，未作更改,
No changes made on the page,页面无更改,
No changes to sync,无变更需同步,
No changes to update,无变更需更新,
No comments yet,暂无评论,
No comments yet. ,暂无评论。,
No contacts added yet.,尚未添加联系人,
No contacts linked to document,文档未关联联系人,
No data to export,无数据可导出,
No default Address Template found. Please create a new one from Setup > Printing and Branding > Address Template.,未找到默认地址模板，请通过设置>打印与品牌>地址模板新建,
No documents found tagged with {0},未找到标记为{0}的文档,
No email account associated with the User. Please add an account under User > Email Inbox.,用户未关联邮箱账户，请通过用户>收件箱添加,
No failed logs,无失败日志,
"No fields found that can be used as a Kanban Column. Use the Customize Form to add a Custom Field of type ""Select"".",没有找到可用作看板的列的字段。使用自定义表单添加类型“选择”的自定义字段。,
No file attached,未附加文件,
No filters found,未找到筛选条件,
No filters selected,未选择筛选条件,
No further records,无更多记录,
No matching records. Search something new,无匹配记录，请尝试新搜索,
No more items to display,无更多项目可显示,
"No need for symbols, digits, or uppercase letters.",无需符号、数字或大写字母,
No new Google Contacts synced.,未同步新Google联系人,
No new notifications,无新通知,
No of Columns,列数,
No of Rows (Max 500),行数（最大500）,
No permission for {0},无{0}权限,
No permission to '{0}' {1},沒有權限“{0}” {1},
No permission to read {0},无读取{0}的权限,
No permission to {0} {1} {2},无权限{0} {1} {2},
No records deleted,未删除记录,
No records present in {0},{0}中无记录,
No records tagged.,未标记记录,
No records will be exported,无记录将被导出,
No template found at path: {0},路径{0}未找到模板,
No values to show,无值可显示,
No {0},无{0},
No {0} Found,未找到{0},
No {0} found,未找到{0},
No {0} found with matching filters. Clear filters to see all {0}.,未找到匹配筛选条件的{0}，清除筛选条件查看全部{0},
No {0} mail,无{0}邮件,
No.,编号,Title of the 'row number' column
Non Negative,非负,
Non-Conforming,不符合,
None,无,
None: End of Workflow,无：工作流结束,
Normalized Copies,标准化副本,
Normalized Query,标准化查询,
Not Allowed,不允许,
Not Allowed: Disabled User,不允许：用户已禁用,
Not Ancestors Of,非祖先节点,
Not Descendants Of,非后代节点,
Not Equals,不等于,
Not Found,未找到,
Not Helpful,无帮助,
Not In,不在其中,
Not Like,不相似,
Not Linked to any record,未关联任何记录,
Not Permitted,不允许,
Not Permitted to read {0},无权限读取{0},
Not Published,未发布,
Not Saved,未保存,
Not Seen,未读,
Not Sent,未发送,
Not Set,未设置,Field value is not set
Not a valid Comma Separated Value (CSV File),无效的逗号分隔值（CSV文件）,
Not a valid User Image.,无效的用户图像,
Not a valid Workflow Action,无效的工作流操作,
Not a valid user,无效用户,
Not active,未激活,
Not allowed for {0}: {1},{0}不允许：{1},
"Not allowed to attach {0} document, please enable Allow Print For {0} in Print Settings",不允许附加{0}文档，请在打印设置中启用'允许打印{0}',
Not allowed to create custom Virtual DocType.,不允许创建自定义虚拟文档类型,
Not allowed to print cancelled documents,不允许打印已取消文档,
Not allowed to print draft documents,不允许打印草稿文档,
Not allowed via controller permission check,控制器权限检查未通过,
Not found,未找到,
Not in Developer Mode,未处于开发者模式,
Not in Developer Mode! Set in site_config.json or make 'Custom' DocType.,未处于开发者模式！请在site_config.json中设置或创建'自定义'文档类型,
Not permitted,不允许,
Not permitted to view {0},无权限查看{0},
Note,备注,
Note Seen By,已查看备注者,
Note:,注意：,
Note: By default emails for failed backups are sent.,注意：默认发送备份失败通知邮件,
Note: Changing the Page Name will break previous URL to this page.,注意：更改页面名称将导致原URL失效,
Note: Etc timezones have their signs reversed.,注意：Etc时区符号需反转,
"Note: For best results,  images must be of the same size and width must be greater than height.",注意：最佳效果要求图像尺寸相同且宽度大于高度,
Note: Multiple sessions will be allowed in case of mobile device,注意：移动设备允许多会话,
Note: This will be shared with user.,注意：此内容将与用户共享,
Note: Your request for account deletion will be fulfilled within {0} hours.,注意：您的账户删除请求将在{0}小时内处理,
Notes:,备注：,
Nothing New,无新内容,
Nothing left to redo,无操作可重做,
Nothing left to undo,无操作可撤销,
Nothing to show,无内容显示,
Nothing to update,无内容需更新,
Notification,通知,
Notification Log,通知日志,
Notification Recipient,通知接收人,
Notification Settings,通知设置,
Notification Subscribed Document,订阅通知的文档,
Notification sent to,通知已发送至,
Notifications,通知,
Notifications Disabled,通知已禁用,
Notifications and bulk mails will be sent from this outgoing server.,通知和批量邮件将通过此发件服务器发送,
Notify Users On Every Login,每次登录时通知用户,
Notify by Email,邮件通知,
Notify by email,通过邮件通知,
Notify if unreplied,未回复时通知,
Notify if unreplied for (in mins),未回复时间（分钟）,
Notify users with a popup when they log in,用户登录时显示弹窗通知,
Now,现在,
Number,數,
Number Card,数字卡片,
Number Card Link,数字卡片链接,
Number Card Name,数字卡片名称,
Number Cards,数字卡片,
Number Format,数字格式,
Number of Backups,备份数量,
Number of DB Backups,数据库备份数量,
Number of DB backups cannot be less than 1,数据库备份数量不能小于1,
Number of Groups,组数量,
Number of Queries,查询次数,
"Number of attachment fields are more than {}, limit updated to {}.",附件字段数超过{}，限制已更新为{},
Number of backups must be greater than zero.,备份数量必须大于零,
Number of columns for a field in a Grid (Total Columns in a grid should be less than 11),网格字段列数（总列数应小于11）,
Number of columns for a field in a List View or a Grid (Total Columns should be less than 11),列表视图或网格字段列数（总列数应小于11）,
Number of days after which the document Web View link shared on email will be expired,邮件中共享的文档网页视图链接过期天数,
Number of keys,密钥数量,
Number of onsite backups,本地备份数量,
OAuth,OAuth,
OAuth Authorization Code,OAuth授权码,
OAuth Bearer Token,OAuth持有者令牌,
OAuth Client,OAuth客户端,
OAuth Client ID,OAuth客户端ID,
OAuth Client Role,OAuth客户端角色,
OAuth Error,OAuth错误,
OAuth Provider Settings,OAuth提供商设置,
OAuth Scope,OAuth范围,
"OAuth has been enabled but not authorised. Please use ""Authorise API Access"" button to do the same.","OAuth 已启用但未授权。请使用""Authorise API Access""按钮进行同样操作。",
OK,确定,
OPTIONS,选项,
OR,或,
OTP App,OTP应用,
OTP Issuer Name,OTP发行方名称,
OTP Secret Reset - {0},OTP密钥重置 - {0},
OTP Secret has been reset. Re-registration will be required on next login.,OTP密钥已重置，下次登录需重新注册,
OTP setup using OTP App was not completed. Please contact Administrator.,OTP应用设置未完成，请联系管理员,
Occurrences,出现次数,
Off,关闭,
Office,办公室,
Office 365,Office 365,
Official Documentation,官方文档,
Offset X,X轴偏移,
Offset Y,Y轴偏移,
Old Password,旧密码,
Old and new fieldnames are same.,新旧字段名相同,
Older backups will be automatically deleted,旧备份将自动删除,
Oldest Unscheduled Job,最久未计划作业,
On Hold,等候接聽,
On Payment Authorization,支付授权时,
"On checking this option, URL will be treated like a jinja template string",勾选此项后，URL将被视为jinja模板字符串,
On or After,在或之后,
On or Before,在或之前,
"On {0}, {1} wrote:",于{0}，{1}写道：,
Onboard,入职,
Onboarding Name,入职流程名称,
Onboarding Permission,入职权限,
Onboarding Status,入职状态,
Onboarding Step,入职步骤,
Onboarding Step Map,入职步骤映射,
Onboarding complete,入职完成,
"Once submitted, submittable documents cannot be changed. They can only be Cancelled and Amended.",提交后不可修改可提交文档，仅可取消或修订,
"Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).",设置后，用户仅能访问存在链接的文档（如博客文章需关联博主）,
One Last Step,最后一步,
One Time Password (OTP) Registration Code from {},来自{}的一次性密码（OTP）注册码,
One of,其中之一,
One of the child page with name {0} already exist in {1} Section. Please update the name of the child page first before moving,{1}章节已存在名为{0}的子页面，移动前请先重命名子页面,
Only 200 inserts allowed in one request,单次请求最多允许200条插入,
Only Administrator can delete Email Queue,仅管理员可删除邮件队列,
Only Administrator can edit,仅管理员可编辑,
Only Administrator can save a standard report. Please rename and save.,仅管理员可保存标准报表，请重命名后保存,
Only Administrator is allowed to use Recorder,仅管理员可使用记录器,
Only Allow Edit For,仅允许编辑,
Only Options allowed for Data field are:,数据字段仅允许以下选项：,
Only Send Records Updated in Last X Hours,仅发送最近X小时更新的记录,
Only Workspace Manager can edit public workspaces,仅工作区管理员可编辑公共工作区,
Only Workspace Manager can sort or edit this page,仅工作区管理员可排序或编辑此页面,
Only allowed to export customizations in developer mode,仅开发者模式允许导出定制内容,
Only change this if you want to use other S3 compatible object storage backends.,仅在使用其他S3兼容对象存储时修改此项,
Only for,仅适用于,
Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.,新记录仅需必填字段，可删除非必填列,
Only one {0} can be set as primary.,仅可设置一个{0}为主项,
Only reports of type Report Builder can be deleted,仅报表生成器类型的报表可删除,
Only reports of type Report Builder can be edited,仅报表生成器类型的报表可编辑,
Only standard DocTypes are allowed to be customized from Customize Form.,仅标准文档类型允许通过自定义表单进行定制,
Only the assignee can complete this to-do.,仅被分配者可完成此待办事项,
Only users involved in the document are listed,仅列出涉及文档的用户,
Only {0} emailed reports are allowed per user.,每位用户仅允许{0}封邮件发送报表,
Oops! Something went wrong.,出错了！发生意外错误,
Open,打开,
Open Awesomebar,打开智能搜索栏,
Open Communication,打开沟通记录,
Open Document,打开文档,
Open Documents,打开文档,
Open Help,打开帮助,
Open Link,打開鏈接,
Open Reference Document,打开参考文档,
Open Settings,打开设置,
Open Source Applications for the Web,Web开源应用,
Open Translation,打開翻譯,
Open URL in a New Tab,在新标签页打开URL,
Open a dialog with mandatory fields to create a new record quickly,打开含必填字段的对话框以快速新建记录,
Open a module or tool,打开模块或工具,
Open in a new tab,在新标签页打开,
Open list item,打开列表项,Description of a list view shortcut
Open your authentication app on your mobile phone.,在手机上打开身份验证应用,
Open {0},打开{0},
OpenID Configuration,OpenID配置,
OpenLDAP,OpenLDAP,
Opened,已打开,
Operation,操作,
Operator must be one of {0},运算符必须为{0}之一,
Optimize,优化,
Optimizing image...,正在优化图像...,
Option 1,选项1,
Option 2,选项2,
Option 3,选项3,
Option {0} for field {1} is not a child table,字段{1}的选项{0}不是子表,
Optional: Always send to these ids. Each Email Address on a new row,可选：始终发送至这些ID。每行输入一个电子邮箱地址,
Optional: The alert will be sent if this expression is true,可选：当表达式为真时发送警报,
Options,选项,
Options 'Dynamic Link' type of field must point to another Link Field with options as 'DocType',字段的'动态链接'类型选项必须指向另一个选项为'文档类型'的链接字段,
Options Help,选项说明,
Options for Rating field can range from 3 to 10,评分字段选项范围应为3至10,
Options for select. Each option on a new line.,选择项选项。每个选项单独一行。,
Options for {0} must be set before setting the default value.,在设置默认值前必须先设置{0}的选项,
Options is required for field {0} of type {1},{1}类型字段{0}必须设置选项,
Options not set for link field {0},链接字段{0}未设置选项,
Orange,橙色,
Order,排序,
Org History,组织沿革,
Org History Heading,组织沿革标题,
Orientation,方向,
Original Value,原始值,
Other,其他,
Outgoing (SMTP) Settings,发信(SMTP)设置,
Outgoing Emails (Last 7 days),外发邮件（最近7天）,
Outgoing Server,发件服务器,
Outgoing Settings,发信设置,
Outgoing email account not correct,外发邮件账户配置错误,
Outlook.com,Outlook.com,
Output,输出,
Overview,概览,
Owner,所有者,
PATCH,补丁,
PDF,PDF,
PDF Generation in Progress,PDF生成中,
PDF Page Height (in mm),PDF页面高度（毫米）,
PDF Page Size,PDF页面尺寸,
PDF Page Width (in mm),PDF页面宽度（毫米）,
PDF Settings,PDF设置,
PDF generation failed,PDF生成失败,
PDF generation failed because of broken image links,因图片链接损坏导致PDF生成失败,
PDF generation may not work as expected.,PDF生成可能无法按预期工作,
"PDF printing via ""Raw Print"" is not supported.","不支持通过 ""原始打印 ""进行 PDF 打印。",
PID,进程ID,
POST,POST,
PUT,PUT,
Package,软件包,
Package Import,软件包导入,
Package Name,软件包名称,
Package Release,软件包发布,
Page,页面,
Page Break,分页符,
Page Builder,页面构建器,
Page Building Blocks,页面构建块,
Page HTML,页面HTML,
Page Height (in mm),页面高度（毫米）,
Page Margins,页面边距,
Page Name,页面名称,
Page Number,页码,
Page Route,页面路由,
Page Saved Successfully,页面保存成功,
Page Settings,页面设置,
Page Shortcuts,页面快捷方式,
Page Size,页面尺寸,
Page Title,页面标题,
Page Width (in mm),页面宽度（毫米）,
Page has expired!,页面已过期！,
Page height and width cannot be zero,页面高度和宽度不能为零,
Page not found,页面未找到,
"Page to show on the website
","在网站上显示的页面
",
Page with title {0} already exist.,标题为{0}的页面已存在,
Page {0} of {1},第{0}页，共{1}页,
Parameter,参数,
Parent,父级,
Parent DocType,父文档类型,
Parent Document Type,父文档类型,
Parent Document Type is required to create a number card,创建数字卡片需要父文档类型,
Parent Element Selector,父元素选择器,
Parent Field,父字段,
Parent Field (Tree),父字段（树形）,
Parent Field must be a valid fieldname,父字段必须是有效字段名,
Parent Label,父标签,
Parent Missing,缺少父级,
Parent Page,父页面,
Parent Table,父表,
Parent document type is required to create a dashboard chart,创建仪表板图表需要父文档类型,
Parent is the name of the document to which the data will get added to.,父级是数据将添加到的文档名称,
Parentfield not specified in {0}: {1},{0}中未指定父字段：{1},
"Parenttype, Parent and Parentfield are required to insert a child record",插入子记录需要父类型、父级和父字段,
Partial,部分,
Partial Success,部分成功,
Partially Sent,部分发送,
Participants,参与者,
Pass,通过,
Passive,被动,
Password,密码,
Password Email Sent,密码邮件已发送,
Password Reset,密码重置,
Password Reset Link Generation Limit,密码重置链接生成限制,
Password cannot be filtered,密码不可被过滤,
Password changed successfully.,密码修改成功,
Password for Base DN,基础DN密码,
Password is required or select Awaiting Password,需要密码或选择'等待密码',
Password missing in Email Account,邮件账户缺少密码,
Password not found for {0} {1} {2},未找到{0}{1}{2}的密码,
Password reset instructions have been sent to your email,密码重置说明已发送至您的电子邮箱,
Password set,密码已设置,
Password size exceeded the maximum allowed size,密码长度超过允许的最大值,
Password size exceeded the maximum allowed size.,密码长度超过允许的最大值,
Passwords do not match,密码不匹配,
Passwords do not match!,密码不匹配！,
Past dates are not allowed for Scheduling.,计划排程不允许使用过去日期,
Paste,粘贴,
Patch,补丁,
Patch Log,补丁日志,
Patch type {} not found in patches.txt,在patches.txt中未找到{}类型的补丁,
Path,路徑,
Path to CA Certs File,CA证书文件路径,
Path to Server Certificate,服务器证书路径,
Path to private Key File,私钥文件路径,
Path {0} it not a valid path,{0}不是有效路径,
Payload Count,有效载荷计数,
Peak Memory Usage,内存使用峰值,
Pending,待处理,
Pending Approval,待审批,
Pending Emails,待发邮件,
Pending Jobs,待处理作业,
Pending Verification,待验证,
Percent,百分比,
Percentage,百分比,
Period,期間,
Perm Level,权限级别,
Permanent,永久,
Permanently Cancel {0}?,永久取消{0}吗？,
Permanently Submit {0}?,永久提交{0}吗？,
Permanently delete {0}?,永久删除{0}吗？,
Permission Error,权限错误,
Permission Inspector,权限检查器,
Permission Level,权限级别,
Permission Levels,权限级别,
Permission Query,权限查询,
Permission Rules,权限规则,
Permission Type,权限类型,
Permissions,权限,
Permissions Error,权限错误,
Permissions are automatically applied to Standard Reports and searches.,权限自动应用于标准报表和搜索,
"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.",权限通过设置读取、写入、创建、删除、提交、取消、修订、报告、导入、导出、打印、电子邮件和设置用户权限等权利，在角色和文档类型（称为DocTypes）上设置,
Permissions at higher levels are Field Level permissions. All Fields have a Permission Level set against them and the rules defined at that permissions apply to the field. This is useful in case you want to hide or make certain field read-only for certain Roles.,更高级别的权限是字段级权限。所有字段都有设置的权限级别，该级别定义的规则适用于该字段。这在需要为某些角色隐藏或设置某些字段为只读时非常有用,
"Permissions at level 0 are Document Level permissions, i.e. they are primary for access to the document.",0级权限是文档级权限，即文档访问的主要权限,
Permissions get applied on Users based on what Roles they are assigned.,权限根据用户被分配的角色应用于用户,
Permitted Documents For User,用户允许访问的文档,
Permitted Roles,允许的角色,
Personal,个人,
Personal Data Deletion Request,个人数据删除请求,
Personal Data Deletion Step,个人数据删除步骤,
Personal Data Download Request,个人数据下载请求,
Phone,电话,
Phone No.,电话号码,
Phone Number {0} set in field {1} is not valid.,字段{1}中设置的电话号码{0}无效,
Pick Columns,选择列,
Pie,饼图,
Pincode,邮编,
Pink,粉色,
Placeholder,占位符,
Places,地方,
Plain Text,纯文本,
Plant,工厂,
Please Authorize OAuth for Email Account {},请授权邮件账户{}的OAuth,
Please Duplicate this Website Theme to customize.,请复制此网站主题进行自定义,
Please Install the ldap3 library via pip to use ldap functionality.,请通过pip安装ldap3库以使用LDAP功能,
Please Set Chart,请设置图表,
Please Update SMS Settings,请更新短信设置,
Please add a subject to your email,请添加邮件主题,
Please add a valid comment.,请添加有效评论,
Please ask your administrator to verify your sign-up,请让管理员验证您的注册,
Please attach a file first.,请先附加文件,
Please attach an image file to set HTML for Footer.,请附加图像文件以设置页脚HTML,
Please attach an image file to set HTML for Letter Head.,请附加图像文件以设置信头HTML,
Please attach the package,请附加软件包,
Please check the filter values set for Dashboard Chart: {},请检查仪表板图表设置的筛选值：{},
"Please check the value of ""Fetch From"" set for field {0}",请检查为字段{0}设置的“提取自”的值,
Please check your email for verification,请检查您的邮箱进行验证,
Please check your email login credentials.,请检查您的邮箱登录凭证,
Please check your registered email address for instructions on how to proceed. Do not close this window as you will have to return to it.,请查看注册邮箱中的操作指南，不要关闭本窗口以便返回,
Please click on the following link and follow the instructions on the page. {0},请点击以下链接并按照页面指示操作。{0},
Please click on the following link to set your new password,请点击以下链接设置新密码,
Please close this window,请关闭此窗口,
Please confirm your action to {0} this document.,请确认您要对此文档进行{0}操作,
Please contact your system manager to install correct version.,请联系系统管理员安装正确版本,
Please create Card first,请先创建卡片,
Please create chart first,请先创建图表,
Please delete the field from {0} or add the required doctype.,请从{0}删除该字段或添加所需文档类型,
Please do not change the template headings.,请勿修改模板标题,
Please duplicate this to make changes,请复制此项进行修改,
Please enable atleast one Social Login Key or LDAP or Login With Email Link before disabling username/password based login.,在禁用用户名/密码登录前，请至少启用一种社交登录密钥、LDAP或邮件链接登录,
Please enable pop-ups,请启用弹出窗口,
Please enable pop-ups in your browser,请在浏览器中启用弹出窗口,
Please enable {} before continuing.,请先启用{},
Please ensure that your profile has an email address,请确保您的个人资料包含电子邮箱地址,
Please enter Access Token URL,请输入访问令牌URL,
Please enter Authorize URL,请输入授权URL,
Please enter Base URL,请输入基础URL,
Please enter Client ID before social login is enabled,启用社交登录前请输入客户端ID,
Please enter Client Secret before social login is enabled,启用社交登录前请输入客户端密钥,
Please enter OpenID Configuration URL,请输入OpenID配置URL,
Please enter Redirect URL,请输入重定向URL,
Please enter a valid email address.,请输入有效的电子邮箱地址,
Please enter both your email and message so that we can get back to you. Thanks!,请输入邮箱和留言以便我们回复您，谢谢！,
Please enter the password,请输入密码,
Please enter valid mobile nos,请输入有效的手机号码,
Please enter your new password.,请输入新密码,
Please enter your old password.,请输入旧密码,
Please find attached {0}: {1},附件是{0}：{1},
Please hide the standard navbar items instead of deleting them,请隐藏标准导航栏项目而不是删除它们,
Please login to post a comment.,请登录后发表评论,
Please make sure the Reference Communication Docs are not circularly linked.,请确保参考通信文档没有循环链接,
Please refresh to get the latest document.,请刷新获取最新文档,
Please remove the printer mapping in Printer Settings and try again.,请删除打印机设置中的打印机映射后重试,
